fonte,step,epoch,batch,input_std,target_std,pred_std,pred_target_ratio
por_batch,61800,1,61800,0.0376,0.0386,0.0106,0.276
por_batch,62000,1,62000,0.0468,0.0611,0.0041,0.067
por_batch,62200,1,62200,0.0119,0.0164,0.0012,0.071
por_batch,62400,1,62400,0.0061,0.0097,0.0014,0.146
por_batch,62600,1,62600,0.0628,0.0847,0.007,0.083
por_batch,62800,1,62800,0.0923,0.0843,0.0306,0.363
por_batch,63000,1,63000,0.0128,0.0175,0.0008,0.048
por_batch,63200,1,63200,0.0081,0.0093,0.001,0.109
por_batch,63400,1,63400,0.0043,0.0046,0.0008,0.164
por_batch,63600,1,63600,0.0,0.0,0.0,0.0
por_batch,63800,1,63800,0.0161,0.0175,0.0017,0.098
por_batch,64000,1,64000,0.0001,0.0001,0.0,0.431
por_batch,64200,1,64200,0.0047,0.0042,0.0007,0.179
por_batch,64400,1,64400,0.0025,0.0046,0.0009,0.195
por_batch,64600,1,64600,0.0212,0.0114,0.0009,0.082
por_batch,64800,1,64800,0.0002,0.0002,0.0,0.227
por_batch,65000,1,65000,0.0646,0.0586,0.0214,0.365
por_batch,65200,1,65200,0.0522,0.0501,0.0201,0.401
por_batch,65400,1,65400,0.0067,0.0073,0.0006,0.087
por_batch,65600,1,65600,0.0078,0.0064,0.0007,0.103
por_batch,65800,1,65800,0.0161,0.0127,0.0015,0.116
por_batch,66000,1,66000,0.0,0.0,0.0,0.0
por_batch,66200,1,66200,0.0281,0.0305,0.0112,0.369
por_batch,66400,1,66400,0.0039,0.0031,0.0009,0.284
por_batch,66600,1,66600,0.0004,0.0005,0.0001,0.204
por_batch,66800,1,66800,0.0065,0.0083,0.0007,0.089
por_batch,67000,1,67000,0.0033,0.0038,0.001,0.274
por_batch,67200,1,67200,0.0,0.0,0.0,0.0
por_batch,67400,1,67400,0.0456,0.0428,0.011,0.256
por_batch,67600,1,67600,0.0005,0.0007,0.0002,0.307
por_batch,67800,1,67800,0.011,0.0103,0.0009,0.087
por_batch,68000,1,68000,0.0062,0.0067,0.0008,0.114
por_batch,68200,1,68200,0.0002,0.0002,0.0,0.051
por_batch,68400,1,68400,0.0058,0.0057,0.0008,0.143
por_batch,68600,1,68600,0.0005,0.0004,0.0001,0.257
por_batch,68800,1,68800,0.0652,0.0502,0.0233,0.465
por_batch,69000,1,69000,0.0067,0.0058,0.0006,0.107
por_batch,69200,1,69200,0.0,0.0,0.0,0.0
por_batch,69400,1,69400,0.0,0.0,0.0,0.0
por_batch,69600,1,69600,0.0096,0.009,0.001,0.117
por_batch,69800,1,69800,0.0001,0.0002,0.0,0.161
por_batch,70000,1,70000,0.0165,0.0089,0.0008,0.093
por_batch,70200,1,70200,0.0504,0.0458,0.0239,0.522
por_batch,70400,1,70400,0.0035,0.004,0.0012,0.311
por_batch,70600,1,70600,0.0025,0.002,0.0003,0.161
por_batch,70800,1,70800,0.0083,0.0114,0.0008,0.067
por_batch,71000,1,71000,0.025,0.0227,0.0055,0.241
por_batch,71200,1,71200,0.0009,0.0009,0.0001,0.088
por_batch,71400,1,71400,0.0022,0.0024,0.0006,0.267
por_batch,71600,1,71600,0.0081,0.0089,0.0009,0.105
por_batch,71800,1,71800,0.0034,0.004,0.0005,0.117
por_batch,72000,1,72000,0.0105,0.0104,0.001,0.096
por_batch,72200,1,72200,0.0004,0.0003,0.0001,0.194
por_batch,72400,1,72400,0.0371,0.0418,0.0141,0.337
por_batch,72600,1,72600,0.0046,0.0042,0.0022,0.526
por_batch,72800,1,72800,0.0115,0.0115,0.001,0.091
por_batch,73000,1,73000,0.0011,0.001,0.0002,0.188
por_batch,73200,1,73200,0.0002,0.0004,0.0001,0.235
por_batch,73400,1,73400,0.0085,0.0088,0.0014,0.158
por_batch,73600,1,73600,0.0118,0.0146,0.001,0.072
por_batch,73800,1,73800,0.0498,0.0442,0.0123,0.278
por_batch,74000,1,74000,0.055,0.0537,0.0186,0.346
por_batch,74200,1,74200,0.0457,0.0455,0.0228,0.501
por_batch,74400,1,74400,0.0021,0.0018,0.0011,0.59
por_batch,74600,1,74600,0.0228,0.0196,0.0022,0.11
por_batch,74800,1,74800,0.0042,0.0051,0.0009,0.186
por_batch,75000,1,75000,0.0014,0.0014,0.001,0.745
por_batch,75200,1,75200,0.0924,0.0779,0.0272,0.349
por_batch,75400,1,75400,0.0106,0.009,0.0007,0.083
por_batch,75600,1,75600,0.0676,0.0641,0.0399,0.621
por_batch,75800,1,75800,0.0046,0.0049,0.0005,0.108
por_batch,76000,1,76000,0.0024,0.0027,0.0006,0.214
por_batch,76200,1,76200,0.0667,0.0544,0.0419,0.769
por_batch,76400,1,76400,0.0,0.0,0.0,0.0
por_batch,76600,1,76600,0.0037,0.0034,0.0006,0.186
por_batch,76800,1,76800,0.0017,0.0019,0.0004,0.196
por_batch,77000,1,77000,0.0069,0.0073,0.0007,0.097
por_batch,77200,1,77200,0.0003,0.0005,0.0,0.1
por_batch,77400,1,77400,0.073,0.0622,0.0277,0.446
por_batch,77600,1,77600,0.0114,0.0102,0.0014,0.14
por_batch,77800,1,77800,0.0539,0.0499,0.0162,0.325
por_batch,78000,1,78000,0.0537,0.0461,0.0333,0.724
por_batch,78200,1,78200,0.0001,0.0001,0.0,0.279
por_batch,78400,1,78400,0.0064,0.006,0.0008,0.134
por_batch,78600,1,78600,0.0638,0.0627,0.0361,0.576
por_batch,78800,1,78800,0.0,0.0,0.0,0.0
por_batch,79000,1,79000,0.0021,0.0017,0.0006,0.321
por_batch,79200,1,79200,0.0,0.0,0.0,0.0
por_batch,79400,1,79400,0.0,0.0,0.0,0.0
por_batch,79600,1,79600,0.0764,0.0623,0.0291,0.468
por_batch,79800,1,79800,0.0088,0.0114,0.0006,0.052
por_batch,80000,1,80000,0.0043,0.0044,0.0006,0.145
por_batch,80200,1,80200,0.0028,0.0027,0.0002,0.082
por_batch,80400,1,80400,0.0622,0.0581,0.0242,0.417
por_batch,80600,1,80600,0.0157,0.0109,0.0019,0.175
por_batch,80800,1,80800,0.0379,0.0386,0.0086,0.223
por_batch,81000,1,81000,0.039,0.0375,0.0218,0.581
