fonte,step,epoch,batch,input_std,target_std,pred_std,pred_target_ratio
por_batch,88200,1,88200,0.0079,0.0067,0.0007,0.1
por_batch,88400,1,88400,0.0015,0.0016,0.0003,0.203
por_batch,88600,1,88600,0.007,0.0062,0.0009,0.139
por_batch,88800,1,88800,0.0054,0.0055,0.0009,0.161
por_batch,89000,1,89000,0.0009,0.0008,0.0003,0.351
por_batch,89200,1,89200,0.0166,0.015,0.0036,0.238
por_batch,89400,1,89400,0.0289,0.0286,0.0048,0.166
por_batch,89600,1,89600,0.0046,0.0052,0.0006,0.108
por_batch,89800,1,89800,0.0228,0.0234,0.0029,0.123
por_batch,90000,1,90000,0.0163,0.0181,0.0033,0.183
por_batch,90200,1,90200,0.0111,0.0103,0.0008,0.076
por_batch,90400,1,90400,0.0056,0.0052,0.0006,0.106
por_batch,90600,1,90600,0.0107,0.0096,0.0007,0.073
por_batch,90800,1,90800,0.0136,0.0149,0.0019,0.127
por_batch,91000,1,91000,0.0,0.0,0.0,0.0
por_batch,91200,1,91200,0.0066,0.007,0.001,0.139
por_batch,91400,1,91400,0.0525,0.0502,0.0241,0.479
por_batch,91600,1,91600,0.0039,0.0038,0.0009,0.245
por_batch,91800,1,91800,0.0885,0.0994,0.0713,0.718
por_batch,92000,1,92000,0.0694,0.0706,0.0269,0.381
por_batch,92200,1,92200,0.0133,0.0129,0.0014,0.106
por_batch,92400,1,92400,0.0425,0.0398,0.0252,0.633
por_batch,92600,1,92600,0.0164,0.0134,0.0014,0.107
por_batch,92800,1,92800,0.0748,0.0692,0.0345,0.498
por_batch,93000,1,93000,0.0165,0.0207,0.0045,0.219
por_batch,93200,1,93200,0.0,0.0,0.0,0.0
por_batch,93400,1,93400,0.0027,0.0034,0.0008,0.242
por_batch,93600,1,93600,0.0156,0.0148,0.002,0.138
por_batch,93800,1,93800,0.005,0.0044,0.0005,0.124
por_batch,94000,1,94000,0.0324,0.032,0.0127,0.396
por_batch,94200,1,94200,0.0031,0.0029,0.0007,0.246
por_batch,94400,1,94400,0.0128,0.0148,0.0005,0.033
por_batch,94600,1,94600,0.0,0.0,0.0,0.0
por_batch,94800,1,94800,0.0,0.0,0.0,0.0
por_batch,95000,1,95000,0.0586,0.0496,0.0178,0.359
por_batch,95200,1,95200,0.014,0.0143,0.0014,0.095
por_batch,95400,1,95400,0.1003,0.1016,0.0287,0.282
por_batch,95600,1,95600,0.003,0.0027,0.0004,0.133
por_batch,95800,1,95800,0.0135,0.0125,0.0008,0.061
por_batch,96000,1,96000,0.0794,0.0974,0.0578,0.594
por_batch,96200,1,96200,0.0039,0.0038,0.0014,0.374
por_batch,96400,1,96400,0.0975,0.0999,0.0888,0.889
por_batch,96600,1,96600,0.0018,0.0015,0.0004,0.269
por_batch,96800,1,96800,0.0014,0.0016,0.0007,0.454
por_batch,97000,1,97000,0.0004,0.0005,0.0,0.052
por_batch,97200,1,97200,0.0,0.0,0.0,0.0
por_batch,97400,1,97400,0.002,0.0019,0.0008,0.416
por_batch,97600,1,97600,0.0001,0.0001,0.0,0.575
por_batch,97800,1,97800,0.0479,0.047,0.024,0.511
por_batch,98000,1,98000,0.0925,0.0924,0.0651,0.705
por_batch,98200,1,98200,0.0008,0.0009,0.0001,0.134
por_batch,98400,1,98400,0.0206,0.0188,0.0015,0.078
por_batch,98600,1,98600,0.0022,0.0033,0.0003,0.099
por_batch,98800,1,98800,0.0093,0.0073,0.0011,0.152
por_batch,99000,1,99000,0.0662,0.0696,0.0213,0.306
por_batch,99200,1,99200,0.1202,0.1062,0.0301,0.283
por_batch,99400,1,99400,0.0013,0.0014,0.0005,0.399
por_batch,99600,1,99600,0.0713,0.0661,0.0523,0.79
por_batch,99800,1,99800,0.0,0.0,0.0,0.0
por_batch,100000,1,100000,0.1236,0.1275,0.0349,0.273
patch_fixo_epoca,,0,,0.0,0.0,0.3072,30719637.871
